deepcsv;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.991634) : (1.02548)) : (x<50 ? 1.00986:1.02007)) : (x<100 ? (x<80 ? (x<70 ? 1.01739:0.964586) : (0.962144)) : (x<120 ? 1.03634:1.001))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.05026:1.16271) : (1.14927)) : (x<400 ? 1.17473:1.30108)) : (x<800 ? (x<670 ? 1.07025:2.29989) : (x<1000 ? 0.673521:0)))" 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.16969) : (1.22077)) : (x<50 ? 1.26754:1.28376)) : (x<100 ? (x<80 ? (x<70 ? 1.29639:1.26333) : (1.43866)) : (x<120 ? 1.45632:1.80877))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.24993:2.58696) : (3.15581)) : (x<400 ? 3.41414:4.41207)) : (x<800 ? (x<670 ? 3.84587:4.3313) : (x<1000 ? 7.34089:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.930447) : (0.939914)) : (x<50 ? 0.942138:0.943908)) : (x<100 ? (x<80 ? (x<70 ? 0.944359:0.943563) : (0.942646)) : (x<120 ? 0.939763:0.943368))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.946198:0.939379) : (0.945167)) : (x<400 ? 0.943108:0.946182)) : (x<800 ? (x<670 ? 0.93492:0.907186) : (x<1000 ? 0.82515:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.979836) : (1.00947)) : (x<50 ? 0.990553:0.996663)) : (x<100 ? (x<80 ? (x<70 ? 0.990607:0.936326) : (0.938449)) : (x<120 ? 1.00483:0.974216))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.01527:1.10635) : (1.07913)) : (x<400 ? 1.08883:1.17476)) : (x<800 ? (x<670 ? 0.949823:1.61348) : (x<1000 ? 0.490063:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.1592) : (1.2063)) : (x<50 ? 1.24675:1.25639)) : (x<100 ? (x<80 ? (x<70 ? 1.26299:1.22549) : (1.39805)) : (x<120 ? 1.40289:1.7394))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.12893:2.37837) : (2.8247)) : (x<400 ? 2.98014:3.64442)) : (x<800 ? (x<670 ? 3.07825:2.5338) : (x<1000 ? 2.09489:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.935514) : (0.94449)) : (x<50 ? 0.946599:0.948458)) : (x<100 ? (x<80 ? (x<70 ? 0.949118:0.948652) : (0.946765)) : (x<120 ? 0.944828:0.94835))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.953664:0.952025) : (0.964439)) : (x<400 ? 0.970975:0.989187)) : (x<800 ? (x<670 ? 0.993508:1.0314) : (x<1000 ? 0.998943:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00343) : (1.04148)) : (x<50 ? 1.02917:1.04347)) : (x<100 ? (x<80 ? (x<70 ? 1.04418:0.992845) : (0.985838)) : (x<120 ? 1.06784:1.02778))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.08525:1.21907) : (1.21941)) : (x<400 ? 1.26064:1.42741)) : (x<800 ? (x<670 ? 1.19067:2.9863) : (x<1000 ? 0.856979:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.18019) : (1.23524)) : (x<50 ? 1.28834:1.31113)) : (x<100 ? (x<80 ? (x<70 ? 1.32979:1.30117) : (1.47926)) : (x<120 ? 1.50974:1.87814))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.37093:2.79555) : (3.48692)) : (x<400 ? 3.84813:5.17972)) : (x<800 ? (x<670 ? 4.61348:6.1288) : (x<1000 ? 12.5869:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.872114) : (0.888314)) : (x<50 ? 0.894147:0.896459)) : (x<100 ? (x<80 ? (x<70 ? 0.898349:0.894961) : (0.892375)) : (x<120 ? 0.886743:0.885853))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.8876:0.868121) : (0.877733)) : (x<400 ? 0.871607:0.879018)) : (x<800 ? (x<670 ? 0.866171:0.844946) : (x<1000 ? 0.760362:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.930389) : (0.948803)) : (x<50 ? 0.977619:1.01295)) : (x<100 ? (x<80 ? (x<70 ? 0.913057:0.895367) : (0.844073)) : (x<120 ? 0.96766:0.885105))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.04945:1.0594) : (1.2682)) : (x<400 ? 0.97156:0.867655)) : (x<800 ? (x<670 ? 1.29874:1.55879) : (x<1000 ? 0.510467:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.06135) : (1.169)) : (x<50 ? 1.17533:1.30358)) : (x<100 ? (x<80 ? (x<70 ? 1.09701:1.32281) : (1.42045)) : (x<120 ? 1.47193:1.67162))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.20571:2.9033) : (3.01811)) : (x<400 ? 2.4307:3.90206)) : (x<800 ? (x<670 ? 4.60108:0) : (x<1000 ? 0:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.869431) : (0.885952)) : (x<50 ? 0.891863:0.894141)) : (x<100 ? (x<80 ? (x<70 ? 0.895926:0.892384) : (0.890293)) : (x<120 ? 0.884191:0.88335))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.88383:0.861801) : (0.86797)) : (x<400 ? 0.857501:0.857181)) : (x<800 ? (x<670 ? 0.836602:0.782971) : (x<1000 ? 0.676978:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.908854) : (0.919116)) : (x<50 ? 0.938959:0.964199)) : (x<100 ? (x<80 ? (x<70 ? 0.864367:0.841849) : (0.802199)) : (x<120 ? 0.906336:0.838154))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.977104:0.956772) : (1.10731)) : (x<400 ? 0.835741:0.709934)) : (x<800 ? (x<670 ? 0.969928:0.729575) : (x<1000 ? 0.230361:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.02996) : (1.12239)) : (x<50 ? 1.11404:1.21344)) : (x<100 ? (x<80 ? (x<70 ? 1.01183:1.19408) : (1.29386)) : (x<120 ? 1.30598:1.4837))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.86289:2.18844) : (2.13384)) : (x<400 ? 1.64719:1.9257)) : (x<800 ? (x<670 ? 1.91328:0) : (x<1000 ? 0:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.874797) : (0.890675)) : (x<50 ? 0.89643:0.898777)) : (x<100 ? (x<80 ? (x<70 ? 0.900772:0.897539) : (0.894457)) : (x<120 ? 0.889295:0.888356))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.891369:0.87444) : (0.887497)) : (x<400 ? 0.885713:0.900854)) : (x<800 ? (x<670 ? 0.89574:0.906922) : (x<1000 ? 0.843747:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.951923) : (0.978491)) : (x<50 ? 1.01628:1.0617)) : (x<100 ? (x<80 ? (x<70 ? 0.961748:0.948885) : (0.885948)) : (x<120 ? 1.02898:0.932055))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.1218:1.16202) : (1.42909)) : (x<400 ? 1.10738:1.02538)) : (x<800 ? (x<670 ? 1.62755:2.38801) : (x<1000 ? 0.790573:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.09273) : (1.21561)) : (x<50 ? 1.23662:1.39371)) : (x<100 ? (x<80 ? (x<70 ? 1.18219:1.45153) : (1.54705)) : (x<120 ? 1.63788:1.85953))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.54853:3.61815) : (3.90238)) : (x<400 ? 3.21421:5.87841)) : (x<800 ? (x<670 ? 7.28887:0) : (x<1000 ? 0:0)))" 
